text,username,likes,comments,retweets,quotes,is-retweet,external-link,pictures,videos,gifs,user-image,user-bio,user-website,user-tweets,user-following,user-followers,user-likes,user-media
"Expert tips on making Christmas dinner cheaper, from switching ingredients to...Read More #food #Christmas #dinner #cheaper #ingredients #money #UnitedKingdom Visit Us Youtube: https://piped.video/@commonwealthunion5570 Instagram: https://instagram.com/commonwealth_union?igshid=NTc4MTIwNjQ2YQ== https://www.commonwealthunion.com/eight-ways-to-save-money-on-christmas-food/",@CommonWUnion,2,0,0,0,False,,[],[],[],https://pbs.twimg.com/profile_images/1660506022883258370/7IOBLzic_400x400.jpg,Digital media platform that connects the 2.6 billion people of the Commonwealth’s 56 member nations by providing the latest global and regional news,,1288.0,13.0,14.0,2.0,7.0
"https://www.paskedi.gr/parapono-ton-pelaton-estiasis-enas-istotopos-pou-de-leitourgei-sosta/ Παράπονο των πελατών εστίασης, ένας ιστότοπος που δε λειτουργεί σωστά #food #family #restaurant #fitness #bar #ellada #beach #sky #travel #f4f #party #night #christmas #instafood",@paskedi,2,1,0,0,False,,[],[],[],https://pbs.twimg.com/profile_images/1695687771338182656/oR7-bZAY_400x400.jpg,"Panhellenic Federation of Restaurants, Bar, Club. Free Music with licenses Creative Commons.  Come artists. Greece",http://www.paskedi.gr,16655.0,1025.0,1278.0,14692.0,2218.0
"Soup Cookbook: The Ultimate Soup Cookbook: Delicious, Home Made... by Helen Simmington ebk.link/B00RSVP0B8- #Food #freebook",@book_angel,1,0,0,0,False,http://ebk.link/B00RSVP0B8-,[],[],[],https://pbs.twimg.com/profile_images/507993673062039553/gacLtcCN_400x400.jpeg,"Daily lists and reviews of free Kindle ebooks on Amazon UK. Promote your book free to over 10,000 newsletter subscribers & our Newspaper ebook reviews column.",http://bookangel.co.uk,103776.0,710.0,14655.0,633.0,121.0
New entrant #EpareBangla stands out for its unique Bengali dishes.    #Kolkata #Food https://www.indulgexpress.com/food/food-calcutta/2023/dec/08/new-entrant-epare-bangla-stands-out-for-its-unique-bengali-dishes-55710.html,@indulgexpress,1,0,0,0,False,,[],[],[],https://pbs.twimg.com/profile_images/1257698026434355203/-BrPPaDS_400x400.jpg,"The weekly lifestyle magazine of the @NewIndianXpress group, with editions in #Chennai, #Bengaluru, #Hyderabad, and #Kolkata.",http://www.indulgexpress.com/,30899.0,549.0,2845.0,1246.0,2212.0
🥗✨ #CiboDiet #Healthy brings nutritious delights to your doorstep in #AbuDhabi & #Dubai. Savor every bite of our wholesome #meals. Order now for a healthy feast! 🌱🚀 #healthyfood #healthychoices #healthylifestyle #healthyeating #healthyrecipes #healthylife #healthyliving #food,@CiboDiet,1,0,0,0,False,,['https://pbs.twimg.com/media/GA0ND2QWgAAKZSH.jpg'],[],[],https://pbs.twimg.com/profile_images/1705159617163198464/uY8i6G9w_400x400.jpg,A way to a healthier and stronger mind and body. Cibo Diet offers good food that will help its consumers achieve such things.,https://www.cibodiet.ae/,38.0,50.0,2.0,7.0,37.0
Elevate Your Journey With Ethiopian’s Unmatched Hospitality.  Check out their First class Hospitality: https://goplacesdigital.com/elevate-your-journey-with-ethiopians-unmatched-hospitality/ #FlyEthiopian #hospitality #hotel #travel #hotels #restaurant #interiordesign #tourism #hospitalityindustry #food #design #hotellife @flyethiopian,@goplacesdigital,2,0,0,0,False,,['https://pbs.twimg.com/media/GA0NTc8WkAAyFVJ.jpg'],[],[],https://pbs.twimg.com/profile_images/819536818228105216/3NBqbteA_400x400.jpg,"Go Places Digital offering you the best in Wine & Dine, Travel, Entertainment, Lifestyle, Special Offers, Discounts and so much more...
#goplacesdigital",http://goplacesdigital.com,23284.0,4019.0,10294.0,20575.0,8491.0
"https://www.paskedi.gr/parapono-ton-pelaton-estiasis-i-elleipsi-epilogon-diatrofis-se-eidi-menou/ Παράπονο των πελατών εστίασης, η έλλειψη επιλογών διατροφής σε είδη μενού #food #family #restaurant #fitness #bar #ellada #beach #sky #travel #f4f #party #night #christmas #instafood",@paskedi,5,0,1,0,False,,[],[],[],https://pbs.twimg.com/profile_images/1695687771338182656/oR7-bZAY_400x400.jpg,"Panhellenic Federation of Restaurants, Bar, Club. Free Music with licenses Creative Commons.  Come artists. Greece",http://www.paskedi.gr,16655.0,1025.0,1278.0,14692.0,2218.0
"ഈ ദോശ കൊള്ളാം, അരിയും ഉഴുന്നും ഗോതമ്പും റാഗിയും വേണ്ട, എന്നാലും മൊരിച്ചെടുക്കാം #food #dosa #easyrecipe https://www.manoramaonline.com/pachakam/readers-recipe/2023/12/07/millet-dosa-without-rice.html",@manoramaonline,2,0,0,0,False,,[],[],[],https://pbs.twimg.com/profile_images/1152137843843555329/briVvgnl_400x400.png,"Stay updated with the latest news by following Manorama Online, the digital edition of the prestigious Malayala Manorama Newspaper.",http://www.manoramaonline.com,363387.0,159.0,242923.0,327.0,59945.0
Methi Prantha #Food #Desifood #foodie #VillageFood #BreakfastClubKBC,@Balani2006,3,0,0,0,False,,['https://pbs.twimg.com/media/GA0MOUMbwAAh39H.jpg'],[],[],https://pbs.twimg.com/profile_images/1552461169503387650/0eed1sMa_400x400.jpg,جيڪڏهن توهان خيالن ۽ شخصيتن جي تنقيد ۽ طنز کي برداشت ڪري سگهو ٿا تہ ڀليڪار.,,13124.0,4751.0,2190.0,67433.0,2623.0
"https://www.paskedi.gr/parapono-ton-pelaton-estiasis-argoporia-kai-ageneia-stin-kat΄oikon-paradosi/ Παράπονο των πελατών εστίασης, αργοπορία και αγένεια στην κατ΄οίκον παράδοση #food #family #restaurant #fitness #bar #ellada #beach #sky #travel #f4f #party #night #christmas #instafood",@paskedi,4,0,0,0,False,,[],[],[],https://pbs.twimg.com/profile_images/1695687771338182656/oR7-bZAY_400x400.jpg,"Panhellenic Federation of Restaurants, Bar, Club. Free Music with licenses Creative Commons.  Come artists. Greece",http://www.paskedi.gr,16655.0,1025.0,1278.0,14692.0,2218.0
【#空団基地メシ】 #むらごん ばい！ いつもはカレーが主役だけど、今回の主役は「ホタテの和風マリネ」・・・・のはず！ トマトを盛り付けて彩りもよくしとるばい！  #海上自衛隊 　#第22航空群　#大村航空基地 #ホタテ　#カレー　#海鮮　#料理　#food　#ヘルシー #艦めしーふーど,@JMSDF_22aw,38,0,5,0,True,,"['https://pbs.twimg.com/media/GAy7gJgbMAAJBdz.jpg', 'https://pbs.twimg.com/media/GAy7hjUaMAAFbSI.jpg', 'https://pbs.twimg.com/media/GAy7irbaMAAk0pv.jpg', 'https://pbs.twimg.com/media/GAy7j0CasAAtkfw.jpg']",[],[],https://pbs.twimg.com/profile_images/1235792086311383042/m92YncpM_400x400.jpg,"海上自衛隊第２２航空群の公式アカウントです。
本アカウントでは、第２２航空群（大村、小松島）の活動状況等をお知らせしていきます。
SNS利用者の皆様へ留意事項を掲載しました。是非、公式HPでご確認ください。
公式HPはこちらです！",https://www.mod.go.jp/msdf/22aw/,542.0,90.0,14505.0,2405.0,296.0
"FIRST COURSE: APPETIZERS! Whenever it comes to kicking off the meal, all I want is eggs, eggs, eggs! Check out the video, follow the #recipe and then post your finished dish with #SouthernFriedHolidays to win! #food #foodie #newbook #eggs #rupaulsdragrace #southernfriedsass",@TheGingerMinj,75,2,9,0,True,,[],['https://video.twimg.com/ext_tw_video/1732829598474178560/pu/pl/VXH7NGn3Q0H6HO0K.m3u8?tag=12&container=fmp4'],[],https://pbs.twimg.com/profile_images/1624921732648763394/PMCWj1kL_400x400.jpg,"Drag Race Season 7 and AS 2 & 6, Hocus Pocus 2, Huluween, DUMPLIN, Super Drags, etc.  ⬇All your Minj needs below! ⬇",http://linktr.ee/GingerMinj,35546.0,10761.0,201748.0,144051.0,2649.0
"❗💔#Palestinians gathering in front of the #UNRWA headquarters in Deir Al-Balah as a result of the starvation war waged by the #Israeli occupation on the #Gaza Strip, amid appeals to #Egypt to open the #Rafah crossing and bring in #food and basic #supplies. #Gaza_Genocide   PALYOUTH. K.F",@PalYouth4News,7,0,8,0,True,,[],['https://video.twimg.com/ext_tw_video/1732753178171432960/pu/pl/W0OOPyKZMgtI6nOF.m3u8?tag=12&container=fmp4'],[],https://pbs.twimg.com/profile_images/1714626171801948160/vlFlHn3j_400x400.jpg,From Palestine to people around the world who care about the Palestinian cause.,http://palyouth.ps,16698.0,2466.0,4808.0,2050.0,15288.0
Mấy mâm cơm chiều mời ae thưởng thức nha Thích cho e tim nha Chúc cả nhà ngon miệng #Food #Cook #Hocnauan,@CngCherry,6,3,0,0,False,,"['https://pbs.twimg.com/media/GA0LbN9akAAuA71.jpg', 'https://pbs.twimg.com/media/GA0LbN9bQAA6-Qf.jpg', 'https://pbs.twimg.com/media/GA0LbN6aYAA9P1Q.jpg', 'https://pbs.twimg.com/media/GA0LbN_bAAAks9d.jpg']",[],[],https://pbs.twimg.com/profile_images/1722079076377362432/3V1bL178_400x400.jpg,"Hướng dẫn nấu ăn mỗi ngày
#Food #Live",,1394.0,564.0,867.0,1909.0,89.0
"https://www.paskedi.gr/parapono-ton-pelaton-estiasis-ta-ypertimimena-menou/ Παράπονο των πελατών εστίασης, τα υπερτιμημένα μενού. #food #family #restaurant #fitness #bar #ellada #beach #sky #travel #f4f #party #night #christmas #instafood",@paskedi,4,0,0,0,False,,[],[],[],https://pbs.twimg.com/profile_images/1695687771338182656/oR7-bZAY_400x400.jpg,"Panhellenic Federation of Restaurants, Bar, Club. Free Music with licenses Creative Commons.  Come artists. Greece",http://www.paskedi.gr,16655.0,1025.0,1278.0,14692.0,2218.0
Hello!  Banana cake muffins with a cream cheese frosting.  So good! #Food #delicious #Yes,@TheBestBake1,39,0,11,0,True,,['https://pbs.twimg.com/media/GAtuZ5VWoAAwTUC.jpg'],[],[],https://pbs.twimg.com/profile_images/1625190849175818250/a1_C_K-O_400x400.jpg,"I love all that is food, superfoods, wellness, and garden. I’m not giving medical advice, my opinion is my own. thebestbake.com",,4164.0,4942.0,3272.0,10072.0,867.0
Fried Shrimp 🍤 and Fries 🍟  homecookingvsfastfood.com #homecooking #homecookingvsfastfood #food #fastfood #foodie #yum #myfood #foodpics,@homevsfastfood,582,19,113,3,True,,['https://pbs.twimg.com/media/GAswlnmXcAAP4TD.jpg'],[],[],https://pbs.twimg.com/profile_images/1292598714104713216/SHONrPc-_400x400.jpg,Great food and Recipes #homecookingvsfastfood #food #cooking #foodie #foodblogging,http://homecookingvsfastfood.com,16136.0,550.0,27938.0,11591.0,15625.0
மதிய உணவு தயார் செய்து கொண்டு இருக்கின்றோம். முன்பே பதிவு செய்தவர்கள் மற்றும் தேவைப்படுபவர்கள் 11:30 க்கு வந்து பெற்று சென்று 1 மணிக்குள் வினியோகம் செய்தது உரிய நேரத்தில் பசியாற்ற வேண்டுகிறேன்.  #ChennaiFloods2023 #ChennaiFloodRelief #Chennai #food,@NTR_NationFirst,357,7,148,1,True,,['https://pbs.twimg.com/media/GAzQcEFbUAADsXK.jpg'],[],[],https://pbs.twimg.com/profile_images/1692357222452330496/gS4JmgwV_400x400.jpg,Vice President ABPSSP Tamil Nadu | Indian Army Veteran | 28 Years in Uniform | Writer | Speaker | Sanatani l Will block & report abuse and spam.,https://www.thenationalistpost.com/,8837.0,869.0,14065.0,10611.0,1453.0
Seasoned Fries 🍟 with Ketchup  homecookingvsfastfood.com #homecooking #homecookingvsfastfood #food #fastfood #foodie #yum #myfood #foodpics,@homevsfastfood,531,7,71,3,True,,['https://pbs.twimg.com/media/GAwnYuiXsAATCMi.jpg'],[],[],https://pbs.twimg.com/profile_images/1292598714104713216/SHONrPc-_400x400.jpg,Great food and Recipes #homecookingvsfastfood #food #cooking #foodie #foodblogging,http://homecookingvsfastfood.com,16136.0,550.0,27938.0,11591.0,15625.0
"𝐔𝐏𝐃𝐀𝐓𝐄: 𝐋𝐈𝐂𝐊 𝐇𝐎𝐍𝐄𝐒𝐓 𝐈𝐂𝐄 𝐂𝐑𝐄𝐀𝐌𝐒 https://invest.microventures.com/offerings/lick-ice-creams 🍦🍦🍦🍧 🍨🍦🍦🍦🍧 🍨 🌟🌟🌟 12/07/2023 $133,310+ ($133K+)🔥🔥🔥🔥 238+ Investors // 1 NEW🔥🔥🔥 🦄🦄🦄🦄🦄🔥 #icecream #dessert #food #foodie #chocolate #foodporn #yummy #gelato",@jhume1976,4,0,0,0,False,,['https://pbs.twimg.com/media/GAwb8O9bUAAyLJG.jpg'],[],[],https://pbs.twimg.com/profile_images/1715793874466004992/XMSclq-P_400x400.jpg,Royal Ancestors 🇮🇪 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🏴󠁧󠁢󠁷󠁬󠁳󠁿 🇫🇷 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🇮🇸 🇳🇴 🇸🇪 🇫🇮 🇩🇰 🇱🇺 🇩🇪🇪🇪 🇬🇷 🇮🇹 🇦🇹Charlemagne Roman Empire,http://linkedin.com/in/king-john-r-hume-0268556a,52241.0,4932.0,3012.0,20970.0,39672.0
"https://www.paskedi.gr/parapono-ton-pelaton-estiasis-kathariotita-ygieini-kai-asfaleia/ Παράπονο των πελατών εστίασης, καθαριότητα, υγιεινή και ασφάλεια #food #family #restaurant #fitness #bar #ellada #beach #sky #travel #f4f #party #night #christmas #instafood",@paskedi,2,0,0,0,False,,[],[],[],https://pbs.twimg.com/profile_images/1695687771338182656/oR7-bZAY_400x400.jpg,"Panhellenic Federation of Restaurants, Bar, Club. Free Music with licenses Creative Commons.  Come artists. Greece",http://www.paskedi.gr,16655.0,1025.0,1278.0,14692.0,2218.0
"Seems respect for the human #work needed to ‘keep the lights on’ #hospitals open, and #food available is going to be critical next election as #ClimateCrisis makes conditions worse and wellbeing deteriorates.",@kate_eviva,0,0,0,0,False,,[],[],[],https://pbs.twimg.com/profile_images/1264267324/katecrawford_400x400.jpg,"Active research, collaboration, & innovative projects in communities, business & government institutions. RTs not endorsements",http://www.eviva.com.au,416640.0,2749.0,3608.0,244650.0,426.0
"Hand a Bihari a simple #Sattu, and witness their culinary magic. From savoury #LittiChokha to refreshing Sattu Sharbat, they'll transform this humble ingredient into a symphony of flavours.   #SattuKiPuri #TasteOfBihar #Cuisine #Food",@biharfoundation,139,4,19,0,True,,['https://pbs.twimg.com/media/GAwTQY7acAAFNwQ.jpg'],[],[],https://pbs.twimg.com/profile_images/1640609203290005504/J8LY6hya_400x400.jpg,"An initiative of Government of #Bihar to facilitate interaction between the State and the #Diaspora. Core objectives - Bonding, Branding, Business.",https://biharfoundation.bihar.gov.in,8170.0,240.0,48227.0,2165.0,4457.0
پیر مظہر سعید شاہ | نیشنل کنونشن سینٹر | 6 دسمبر 2023 #peace #Muhammad #humanity #focusmedia #ammarkhanyasir #ummah #latest #Israel #Muslim #History #breaking #news #Peace #Stand #Islamic #food #selfcare #makkah #Egypt #islamabad #Karachi #AlAqsa #ReligionOfPeace,@ammarkhanyasir,860,21,290,8,True,,[],['https://video.twimg.com/ext_tw_video/1732690051635777536/pu/pl/zQGIgeddMBxLBspD.m3u8?tag=12&container=fmp4'],[],https://pbs.twimg.com/profile_images/1661747109878697988/pSqznOsT_400x400.jpg,Anchor at @FocusmediaPk | Activist | Writer | All posts reflect personal views | RTs are not endorsement.,https://www.facebook.com/AmmarKhanYasirFocusMedia,6254.0,302.0,97996.0,8220.0,1507.0
Did I just put a slice of pork roll on my chicken salad bagel sandwich? YUP!!! homecookingvsfastfood.com #homecooking #food #recipes #foodie #foodlover #cooking #homecookingvsfastfood,@homevsfastfood,7,1,0,0,False,,['https://pbs.twimg.com/media/GA0KcCJXEAAc5t0.jpg'],[],[],https://pbs.twimg.com/profile_images/1292598714104713216/SHONrPc-_400x400.jpg,Great food and Recipes #homecookingvsfastfood #food #cooking #foodie #foodblogging,http://homecookingvsfastfood.com,16136.0,550.0,27938.0,11591.0,15625.0
#SaveSoil #COP28 #COP28UAE #Biodiversity #Food #Agriculture #Trending #Ecology #Soil #Sadhguru #Yoga,@Srikant04442557,7,0,2,0,True,,[],[],[],https://pbs.twimg.com/profile_images/1723214109418692608/iryHr7jU_400x400.jpg,★Yoga & Travel,,868.0,69.0,19.0,873.0,35.0
"grab (food) 🍗    link invol.co/clhrjd4                                                                 Grab , transport, food delivery and grocery                     #grabapp #food #grocery #transport",@xmen73671238,0,0,0,0,False,http://invol.co/clhrjd4,[],[],[],https://pbs.twimg.com/profile_images/1705945631725113344/J0yDa6GV_400x400.jpg,"Join me to promote any brand /company  like shopee,airasia and many more with generate unique link so that you can get Commission. invol.co/clghmsq",https://invol.co/clghmsq,58566.0,131.0,53.0,1085.0,13376.0
"https://www.paskedi.gr/parapono-ton-pelaton-estiasis-themata-kakis-exypiretisis/ Παράπονο των πελατών εστίασης, θέματα κακής εξυπηρέτησης #food #family #restaurant #fitness #bar #ellada #beach #sky #travel #f4f #party #night #christmas #instafood",@paskedi,2,0,0,0,False,,[],[],[],https://pbs.twimg.com/profile_images/1695687771338182656/oR7-bZAY_400x400.jpg,"Panhellenic Federation of Restaurants, Bar, Club. Free Music with licenses Creative Commons.  Come artists. Greece",http://www.paskedi.gr,16655.0,1025.0,1278.0,14692.0,2218.0
"Taking orders for all things warm, tasty and delicious! Pop by and put your order in! 🥖☕️🥪🎄  #london #cabshelter #coffee #hydepark #food",@LubasGreenHut,5,0,4,0,True,,['https://pbs.twimg.com/media/GAqGQaaXIAAnGI8.jpg'],[],[],https://pbs.twimg.com/profile_images/1583888209922199552/7X4-Jkwe_400x400.jpg,Located next to Kensington Gardens gate & only a short walk from Hyde Park. Offering a selection of hot drinks & mouth watering foods to the community. 💚☕️,http://luba-greenhut.co.uk,189.0,125.0,580.0,94.0,154.0
"We proudly support improving #agriculture productivity and making people less vulnerable to #climate shocks by funding upgrading farming practices in Sub-Saharan #Africa. #IsDB has financed a US$39.7 million initiative to rapidly scale up staple #food production by increasing the use of natural rainfall and improving irrigated agricultural systems for small farmers in #Benin, #BurkinaFaso, #Cameroon, #Mali, and #Niger. @COP28_UAE #COP28UAE",@isdb_group,5,0,2,0,True,,[],['https://video.twimg.com/amplify_video/1733042985078521856/pl/DBe5BtkRyzu_Og20.m3u8?tag=14&container=fmp4'],[],https://pbs.twimg.com/profile_images/1004079199576043522/4PFR4bEC_400x400.jpg,The Islamic Development Bank #IsDB is an MDB that promotes comprehensive development in 57 member countries & among #Muslim communities in non-member countries,http://www.isdb.org,9928.0,659.0,32438.0,1456.0,6728.0
"https://www.paskedi.gr/parapono-ton-pelaton-estiasis-kryo-fagito-zesta-pota/ Παράπονο των πελατών εστίασης, κρύο φαγητό ζεστά ποτά #food #family #restaurant #fitness #bar #ellada #beach #sky #travel #f4f #party #night #christmas #instafood",@paskedi,2,0,0,0,False,,[],[],[],https://pbs.twimg.com/profile_images/1695687771338182656/oR7-bZAY_400x400.jpg,"Panhellenic Federation of Restaurants, Bar, Club. Free Music with licenses Creative Commons.  Come artists. Greece",http://www.paskedi.gr,16655.0,1025.0,1278.0,14692.0,2218.0
"Fun, food, and all fantastic was the story of 🌸The Lil Flea 2023🌸 Dreamcast Cashless made it all a sleek experience.  #thelilflea #eventtech #event #events #dreamcast #dccashless #cashless #cashlesspayment #eventtechpartner #dreamcastglobal #dc #food #foodfestival",@godreamcast,0,0,0,0,False,,[],['https://video.twimg.com/ext_tw_video/1733040211540819968/pu/pl/K47qu-7k97bwzuvO.m3u8?tag=12&container=fmp4'],[],https://pbs.twimg.com/profile_images/1675731157139464192/c2Js6gpW_400x400.jpg,Your Event-Tech Partner,http://godreamcast.com,955.0,35.0,806.0,94.0,381.0
#food #bepngon Cách làm món lòng non cuộn 🇻🇳,@yLmlam40325660,2,0,4,0,True,,[],['https://video.twimg.com/ext_tw_video/1732653822072545280/pu/pl/JczCc04JrK1nn6k8.m3u8?tag=12&container=fmp4'],[],https://pbs.twimg.com/profile_images/1692748079408283649/h69xv3FD_400x400.jpg,Nhảy dù,,1377.0,969.0,655.0,640.0,59.0
🥛🍿 Milk And Chocolate Popcorn.  ▶︎▶︎ Check this out: https://www.ganjingworld.com/video/1ga3eqe4ep93mw22aSI1npUza1hb1c?utm_source=NTDdigital&utm_medium=Twitter&utm_campaign=PaidAds-2023&utm_term=tw&utm_content=TwitterAds #GanJingWorld #GJW #milk #chocolate #popcorn #food #foodie #FoodLover #FoodLovers #cooking #CookingTips #CookingHacks #recipe #tasty,@GanJingWorld,3,0,2,0,True,,[],[],[],https://pbs.twimg.com/profile_images/1581033496621072385/faZqo-7s_400x400.png,"The fastest growing online platform with unmatched user privacy. Through the utilization of technology, we are dedicated to revitalizing traditional connections",https://www.ganjingworld.com,2139.0,221.0,32986.0,2054.0,34.0
"testing  #Food & Cooking,#Fitness and Health,#Comedy & Entertainment,#Athlete",@ShridharRa51603,0,0,0,0,False,,['https://pbs.twimg.com/media/GA0I4AxXsAImaBY.jpg'],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_400x400.png,,,22.0,1.0,0.0,0.0,20.0
The Big Bald Buddies Review Twinkies Flavored Candy Canes  https://www.tiktok.com/t/ZPRv3hFy1/ #twinkies #candycanes #Christmas #snacks #food #sweets #tatstetesters #trynewthings #reviews #review #thebigbaldbuddies,@bigbaldbuddies,1,0,1,0,True,,[],[],[],https://pbs.twimg.com/profile_images/1513469731709366282/pTnwhOGf_400x400.jpg,The Big Bald Buddies,https://www.tiktok.com/@thebigbaldbuddies,1776.0,489.0,413.0,859.0,703.0
Homemade Butter Chicken #Food #Foodporn #Foodie,@FoodieCrave,8,4,1,1,True,,['https://pbs.twimg.com/media/GA0GsLPWAAANidu.jpg'],[],[],https://pbs.twimg.com/profile_images/1658292712754360320/gp57AWpU_400x400.jpg,"🍔 Food Enthusiast 🍰 Get ready to drool with daily food pics. 
Follow for your daily dose of foodie heaven! 🍰",,1543.0,1245.0,1419.0,1062.0,1226.0
これで500円‼️ ご飯とお味噌汁おかわり自由➕たまご食べ放題✨ご飯は新米で最高でした😊 #たまご食べ放題 #ドライブ #千葉 #グルメ #food #コスパ #新米 #たまご屋さんコッコ #新鮮,@v7v_aki,0,0,0,0,False,,['https://pbs.twimg.com/media/GA0ItDGaQAAQvgj.jpg'],[],[],https://pbs.twimg.com/profile_images/1724083968801447936/-ESSrNtz_400x400.jpg,グルメ🍽️・自然🌲・好きな事🆙✨,https://youtube.com/@aki-iw3xd?si=Z7W1oHdWwnHkCeNI,60.0,5.0,2.0,0.0,59.0
